Title;Authors;Abstract;Published Year;Published Month;Journal;Volume;Issue;Pages;Accession Number;DOI;Ref;Covidence #;Study;Tags
ID Tech: A Virtual Reality Simulator Training for Teenagers with Intellectual Disabilities;"Capallera, Marine; Pierart, Genevieve; Carrino, Francesco; Cherix, Robin; Rossier, Amelie; Mugellini, Elena; Abou Khaled, Omar";People with intellectual disability (ID) should routinely train themselves to carry out a variety of daily challenging tasks while being supervised by one or more supervisors. Virtual reality (VR) technology enables the simulation of certain learning scenarios that would be risky or difficult to set up or repeatedly replicate in the actual world. This paper introduces a VR simulator created for this aim with the assistance of social educators. The purpose is to use VR to conduct learning exercises with teenagers with ID and assess the extent to which the abilities learned in VR can be transferred to the real world. This project focuses mainly on urban mobility with three types of exercise. A study was conducted with 18 students in five institutions for 7 months. Post-tests were also carried out after 1 month with 11 teenagers. In the end, four teenagers are completely autonomous in their travels: two travel on foot and two travel by public transport. Regarding the impact analysis, the results are stable over time regarding self-reported ease, satisfaction, and fatigability. Finally, the system received valuable feedback from the educators.;2023;2023-03;APPLIED SCIENCES-BASEL;13;6;;;10.3390/app13063679;;#40314;Capallera 2023;wos_update
IMPROVING SCIENCE PROCESS SKILLS OF STUDENTS WITH MILD IN℡LECTUAL DISABILITIES;"Coruhlu, Tulay Senel; Calik, Muammer; Nas, Sibel Er; Bilgin, Busra";Relevant literature has an unexplored question on how prediction-observation-explanation (POE) worksheets affect science process skills of students with mild intellectual disabilities (SMID). Therefore, this research aimed to examine the effect of POE worksheets developed for the “matter and its nature” subject on SMID's science process skills. Through pre-experimental research design, 12 fifth grade SMID participated in the research. To collect data, the researchers used science process skills development forms and rubrics to score their observations. During the teaching intervention, SMID implemented three POE worksheets, which included buzz 22 technique in the `prediction' stage, hands- on experiments and QR codes in the `observation' stage and snowball, learning gallery or card showing techniques in the `evaluation' stage. The results indicated that the POE worksheets are effective at developing SMID's science process skills of the “matter and its nature” subject. This research recommends that future comparative research should unveil how the POE worksheets with/without active learning techniques impact the SMID's SPS.;2023;2023;JOURNAL OF BALTIC SCIENCE EDUCATION;22;2;323-336;;10.33225/jbse/23.22.323;;#40549;Coruhlu 2023;wos_update
Comparison of Two Interventions in Improving Comprehension of Students With Intellectual Disability;"Cure, Goksel; Yucesoy-Ozkan, Serife";The purpose of this study was to compare the relative effects of word reading and story component interventions in developing reading comprehension of narrative texts with four students with mild levels of intellectual disability. A multielement design was used in this study. The findings revealed that the story component intervention was more effective and efficient than the word reading intervention in developing students' reading comprehension of narrative texts, and also indicated that both interventions were significantly effective in enabling subjects to answer literal questions. Only the story component intervention was significantly effective related to inferential questions. Finally, the findings revealed that students could generalize their reading comprehension skills to stories of different lengths.;2023;2023-03;AJIDD-AMERICAN JOURNAL ON IN℡LECTUAL AND DEVELOPMENTAL DISABILITIES;128;2;145-163;;10.1352/1944-7558-128.2.145;;#40400;Cure 2023;wos_update
The Effectiveness of a Recreational Behavioural Programme in Reducing Anger among Children with Intellectual Disabilities at the Primary Stage.;"Elsayed, Ahmed R.; Hassan, Ahmed K.";This study aimed to investigate the impact of a recreational behavioural programme on reducing the degree of anger among children with intellectual disabilities (ID) in the primary stage. The study was implemented with 24 children who were randomly divided into two groups: an experimental group (n = 12, age = 10.80 ± 1.03 years, IQ = 63.10 ± 4.43 scores, ASW = 55.50 ± 1.51 scores) and a control group (n = 12, age = 10.80 ± 0.92 years, IQ = 63.00 ± 4.16 scores, ASW = 56.00 ± 1.15 scores). We used the PROMIS anger scale with a modification that was used to measure the degree of anger, and the recreational behavioural programme was implemented three times per week for six weeks. The results of the research showed that the improvement percentages for Anger Triggers (AT), Inner Anger (IA), and External Anger (EA) were 9.73%, 9.04%, and 9.60%, respectively, and the Anger scale as a whole (ASW) rate was 9.46%. r = (0.89–0.91). The experimental group using the recreational behavioural program);2023;2023;European Journal of Investigation in Health, Psychology & Education (EJIHPE);13;6;948 - 963;;10.3390/ejihpe13060072;;#42660;Elsayed 2023;asc_update
Using CRA-I to Teach Fraction and Decimal Concepts to Students With Learning Disabilities;"Flores, Margaret M.; Hinton, Vanessa M.; Schweck, Kelly B.";The purpose of this study was to investigate the effects of the concrete-representational-abstract-integrated (CRA-I) sequence on students with learning disabilities' performance when learning fraction and decimal concepts. Three elementary students in Grades 4 and 6 participated in a single-case multiple probe across behaviors study. The intervention involved explicit use of fraction blocks, coins, base ten blocks, number lines, pictures, and abstract symbols to teach unit fractions, fraction and decimal equivalence, addition of fractions with unlike denominators, and writing fractions as decimals. The researchers demonstrated a functional relation between CRA-I and three different behaviors related to fraction concepts: decreased error in estimating fraction magnitude, addition of unlike fractions, and writing fractions as decimals. The findings show promise in the use of CRA-I for teaching fraction concepts to students with learning disabilities.;2023;2023-05-25;LEARNING DISABILITY QUARTERLY;;;;;10.1177/07319487231176545;;#40441;Flores 2023;wos_update
A delayed intervention start randomized controlled trial of high- and low-tech communication training approaches for school-age autistic children with co-occurring intellectual disability;"Gilroy, Shawn P.; McCleery, Joseph P.; Leader, Geraldine";The researchers designed a delayed intervention start randomized controlled trial to compare improvements in functional communication following augmentative and alternative communication (AAC) interventions. The study compared outcomes from function-based applied behavior analytic (ABA) and eclectic non-ABA forms of classroom-based communication strategies (waitlist control) as well as from high- and low-tech forms of AAC. High-tech AAC consisted of tablet-based communication, and low-tech AAC used an exchange of picture cards. The community-based sample consisted of 29 autistic children with a co-occurring intellectual disability. Participants were randomized to groups (AAC, waitlist control), and each group received approximately 3 months of communication intervention. Multilevel modeling of learner outcomes indicated that the function-based approach produced greater improvements than the eclectic alternative, but significant differences were not observed between outcomes of high- and low-tech forms of function-based AAC. These results are consistent with earlier investigations and provide supporting evidence that both high- and low-tech forms of function-based intervention are effective for use with autistic children with accompanying intellectual disability. Additional discussion is provided regarding further research into how technology is applied and incorporated into behavior analytic programming.;2023;2023-06;JOURNAL OF APPLIED BEHAVIOR ANALYSIS;56;3;593-606;;10.1002/jaba.989;;#40452;Gilroy 2023;wos_update
The Effect of Mathematical Intelligence Stick Media on the Summation Skills of Students with Intellectual Disability;"Hastuti, Wiwik D.; Astati, Siti M.; Sudarjo, Sudarjo; Fathoni, Arif";"Children with intellectual disabilities face obstacles in their numeracy skills development. Stick intelligence is a learning media that is aimed to help these children enhance their numeracy skills. Therefore, this study aims to identify: (1) the numeracy skills of students with intellectual disabilities before using the mathematical intelligence sticks; (2) the numeracy skills of students with intellectual disabilities after using the mathematical intelligence sticks; and (3) the effects of mathematical intelligence stick media in enhancing the numeracy skills of fourth-grade students with intellectual disability in State Elementary School for Exceptional Children 4 Batu, Indonesia. This experimental study used single-subject research (SSR) approach with an A-B-A design. The data were obtained by asking the students to complete the summation operation, and the results were analyzed using percentages. The analysis results showed that: (1) the initial mean level of the numeracy skills of the children with intellectual disabilities was 52.2; (2) the mean level of the numeracy skills of the children with an intellectual disability after the treatment was 82.3; and (3) mathematical intelligence sticks carry effects on the numeracy skills of the children with intellectual disability. Therefore, an increase in summation skills of the students with intellectual disabilities is attained after they use the mathematical intelligence stick.";2023;;Pegem Journal of Education and Instruction;13;3;203-208;"2890038190; EJ1387893";;;#43992;Hastuti 2023;eric_update
Building Self-Determination via Student Engaged Formative Assessments for Students with Extensive Support Needs;"Jimenez, Bree A.; Warren, Sandra Hopfengardner";"The focus of this study was to evaluate the impact of formative assessment on teacher practice and student engagement toward identified personalized learning goals of students with intellectual disability. This study evaluated the impact of formative assessment training on special education teachers' practice and student participation in their own learning. Three elementary to secondary students with mild to moderate intellectual disability and autism learned to participate in and eventually lead formative assessment meeting components. Results of the multiple probe across teacher/student teams found a functional relation between the intervention and students' ability to lead their own learning; therefore, increasing self-determination skills (i.e., problem solving, self-awareness, self-advocacy).";2023;2023-03;EDUCATION AND TRAINING IN AUTISM AND DEVELOPMENTAL DISABILITIES;58;1;48-61;;;;#40468;Jimenez 2023;wos_update
The effect of multisensory music drama on the interactive engagement of students with severe/profound intellectual and multiple disabilities;"Johnels, Linn; Wandin, Helena; Dada, Shakila; Wilder, Jenny";Background Interactive engagement, specifically attention and initiation, are considered important skills for facilitating development and learning in students with severe/profound intellectual and multiple disabilities. Prior research has suggested that music therapy and multisensory storytelling are two promising interventions for supporting interactive engagement in this population. However, there are no known/published studies that have investigated the effect of combining relevant elements from musical interaction and multisensory storytelling for this group of students. This study aims to determine the effect of a novel educational approach—MultiSensory Music Drama (MSMD)—on the interactive engagement of students with severe/profound intellectual and multiple disabilities. Methods A single‐case experimental design, specifically an ABAB design across three participants, was used to describe the effect of MSMD on interactive engagement when compared with a control activity. School staff members' perceptions of student interactive engagement and social validity were obtained. Findings Coded video observations showed significantly higher levels of interactive engagement during MSMD for all three participants when compared to the control activity. Furthermore, the ratings on the interactive engagement from school staff members improved for two of the three participants. Finally, school staff members scored the social validity and perceived educational usefulness of the MSMD as very high. Conclusions The findings provide initial evidence that MSMD may be effective in supporting the interactive engagement of some students with severe/profound intellectual and multiple disabilities. (PsycInfo Database Record (c) 2023 APA, all rights reserved)(Source: journal abstract);2023;;British Journal of Learning Disabilities;;;;"2881833065; 2024-20488-001";https://doi.org/10.1111/bld.12559;;#43195;Johnels 2023;psycinfo_update
The Effect of a Physical Exercise Package on the Motor Proficiency of Students with Down Syndrome;"Kashi, Ali; Dawes, Helen; Mansoubi, Maedeh; Sarlak, Zahra";Objectives: The purpose of this study was to evaluate the feasibility and potential effect of a physical exercise package on the motor proficiency of children and adolescents with Down syndrome. Methods: In this research, an experimental design was conducted in two special schools to evaluate the effectiveness of this package and identify its strengths and weaknesses. Forty students with Down syndrome were selected and randomly divided into interven-tion and control groups. A total of 36 (22 male and 14 female) students out of 50 at two special schools for children with special needs between October 2020 and March 2021 were recruited for the study. Participants were aged 12.888 +/- 2.375 (12.954 +/- 2.609 for boys and 12.785 +/- 2.044 for girls) years. The 18 students in the intervention group participated in the exercise sessions, 2 or 3 sessions per week for 12 weeks. Pre-and post-tests were performed on both groups. The Physical Exercise Package included the principles of exercise, the preferred exercise methods, and the details of exercise planning for Down syndrome individuals (FIT T-VP) based on the etiology of Down syndrome and the characteristics of people with this syndrome. Motor proficiency was measured using the Bruininks Oseretsky Test of Motor Proficiency (BOT-2). Results: The results of the study showed that the designed exercise package was adhered to with all the participants attending 93.2% of the sessions, and participants significantly improved their total motor proficiency score, manual dexterity, upper-limb coordi-nation, strength, balance, upper-limb coordination, running speed and agility and fine motor Integration (P < 0.05). However, the exercises did not significantly change the bilateral coordination and fine motor precision (P > 0.05). Conclusions: the current study result shows that developing and implementing the individualized exercise package and observ-ing the principles set out in the program could have significant positive impacts on the motor proficiency of students with Down syndrome.;2023;2023-02;IRANIAN JOURNAL OF PEDIATRICS;33;1;;;10.5812/ijp-120408;;#40266;Kashi 2023;wos_update
The Effect of an Exercise Package for Students with Intellectual Disability on Motor and Social Development;"Kashi, Ali; Dawes, Helen; Mansoubi, Maedeh; Sarlak, Zahra";ObjectivesPhysical activity and reducing inactivity improve health and well-being and benefit young people's social development with an intellectual disability (ID) lasting into adulthood. Therefore, given the importance of encouraging an active lifestyle in adolescents, researchers developed and evaluated the feasibility and potential effect of a novel “Sport Science Research Institute (SSRI) exercise package for young people with intellectual disability” to improve the motor and social development of these individuals.Materials & MethodsIn a Randomised controlled trial between October 2019 to February-2020, Thirty-six 7-18-year-old students with mild intellectual disabilities who were studying in a special school in Tehran received the invitation to the study. Students were randomly divided into intervention (18 students) and control (18 students) groups. Before and after the exercise program, three sessions per week for 12 weeks, motor proficiency was measured using the Bruininks-Oseretsky Test of Motor Proficiency (BOT-2), and social development was measured using the Vineland Social Maturity Scale (VSMS).ResultsPupils in the intervention group completed 92% of the sessions. The results of the ANCOVA test showed that the exercise program led to a statistically significant improvement in total motor proficiency (P<0.01) and total social maturity score (P<0.015).ConclusionAccording to this study, the SSRI training package achieved good adherence and increased physical activity and showed the potential to improve motor and social skills in young people with an intellectual disability.;2023;2023;IRANIAN JOURNAL OF CHILD NEUROLOGY;17;2;93-110;;10.22037/ijcn.v17i1.36644;;#40321;Kashi 2023;wos_update
Cognitive Therapy for Children with Intellectual Disabilities: A New Look at Social Adaptation Skills and Interpersonal Relationships;"Kulnazarova, Gulnaz; Namazbaeva, Zhamiliya; Butabayeva, Laura; Tulepova, Lazzat";The purpose of the study is to consider the factors influencing the development of the culture of interpersonal relationships and the effectiveness of the influence of cognitive therapy on improving social adaptation skills. The method of cognitive therapy included several types of activities. The first type of activities included group sessions, during which the weaknesses of the interaction and their correction were identified. The second type was conducted in the format of teaching standard models of interaction between people. The third type of activity aimed to teach children to build a dialogue with each other and express their desires and emotions. Classes were held 3 times a week throughout the year. The study was attended by pupils of 5-7 grades of Zhanuya boarding school and special correctional boarding school No. 7 for children with intellectual disabilities. The results of a randomized study demonstrated an increase in the indicators of teamwork skills, self-control, emotional stability, and independent decision-making. The indicators of cheerfulness, openness, sociability, and logical thinking also improved. But the factor of antisocial behavior decreased. All of these indicators directly affect socialization. This strategy can be applied in practice in various specialized boarding schools and schools for children with intellectual disabilities.;2023;2023-04-03;OCCUPATIONAL THERAPY INTERNATIONAL;2023;;;;10.1155/2023/6466836;;#40486;Kulnazarova 2023;wos_update
The effect of aided language stimulation on the acquisition of receptive vocabulary in children with complex communication needs and severe intellectual disability: A comparison of two dosages;"Laher, Zakiyya; Dada, Shakila";Aided language stimulation is an augmented input strategy that facilitates the expressive and receptive language skills of persons who require augmentative and alternative communication (AAC). The aim of this study was to determine and compare the acquisition of receptive vocabulary items during implementation of aided language stimulation with dosages of 40% and 70%, respectively. An adapted alternating treatment design was replicated across six participants with complex communication needs and severe intellectual disability. All participants demonstrated receptive vocabulary acquisition when aided language stimulation was provided with a dosage of 70%, and two participants demonstrated acquisition when a dosage of 40% was provided. Receptive vocabulary acquisition was maintained following a 6-day withdrawal period. The dosage of augmented input may impact receptive vocabulary acquisition for children with complex communication needs and severe intellectual disability, with higher dosages being more effective for some participants. The findings indicate that clinicians should be aware that dosage is an important consideration when providing aided language stimulation to facilitate receptive vocabulary acquisition in children with complex communication needs and severe intellectual disability. (PsycInfo Database Record (c) 2023 APA, all rights reserved)(Source: journal abstract);2023;;AAC: Augmentative and Alternative Communication;39;2;96-109;"2791338208; 2023-58484-001";https://doi.org/10.1080/07434618.2022.2155566;;#43301;Laher 2023;psycinfo_update
Effects of rope skipping exercise on physical, cardiovascular fitness and exercise tolerance in adolescent students with moderate intellectual disability;"Lin, Y. -Y; Su, C. -T; Liao, Y. -H; Liu, Y. -C";BackgroundAdolescents with intellectual disabilities (ID) who live a sedentary lifestyle may lead to an increased risk of chronic cardiovascular disease in adulthood. The aim of this study is to investigate the effects of 8-week progressive rope skipping training on physical, cardiovascular fitness and exercise tolerance of high school students with moderate ID. MethodsThirty-four senior high school with ID (aged 15-18 years old) were randomised into experimental group received progressive skipping rope exercise (RS, n = 17) and control group no rope skipping exercise intervention group (CON, n = 17). The RS group were received progressive rope skipping exercise for 50 min each time, three times a week, for 8 weeks. The control group was not allowed to participate in intervention activities during the study period. The physical fitness, body composition, arterial stiffness index (ASI) and blood pressure were measured before and after the 8-week intervention. ResultsAfter the 8-week progressive skipping rope exercise intervention, the participants from the RS group increased in the 3-min step test, sit-up test, grip strength and sit and reach test, when compared to the baseline (P < 0.05). The RS group exhibited lower the area under curve of heart rate (HR) during post-exercise recovery (P < 0.05). The participants in the RS group showed significant decreases in systolic (SBP) and diastolic (DBP) blood pressure, mean arterial pressure (MAP) and HR when compared to the baseline (P < 0.05). Change SBP has moderate positive correlation with change ASI. ConclusionsThe results of this experiment suggest that progressive rope skipping exercise might improve physical fitness and promote cardiovascular health, as well as enhance exercise tolerance for adolescent students with moderate ID.;2023;2023-08-14;JOURNAL OF IN℡LECTUAL DISABILITY RESEARCH;;;;;10.1111/jir.13071;;#40344;Lin 2023;wos_update
Increasing Interaction in Social Settings for Students with Intellectual Disabilities Using Visual Supports;"Malone, Kalley; Hollingshead, Aleksandra; Fodor, Julie";Visual supports (VS) are evidence-based interventions for students who have intellectual disability (ID). We examined the efficacy of VS as an intervention to increase independent conversational turn taking with peers at a secondary level. This study used single subject ABAB withdrawal design across two participants employing VS in an unstructured social setting. Two students in eighth and ninth grade used individualized VS in unstructured social environments with peers during the school day to engage in socially relevant conver-sations. Independent conversational turn taking increased while the need for prompts decreased. This study offers implications toward increased conversation turns of students with ID and their peers in secondary settings outside of the classroom. © Division on Autism and Developmental Disabilities.;2023;2023;Education and Training in Autism and Developmental Disabilities;58;2;198 – 208;;;;#40977;Malone 2023;scopus_update
Using the Concrete-Representational-Abstract Sequence to Teach Conceptual Understanding of Place Value, Rounding, and Expanded Notation;"Milton, Jessica H. H.; Flores, Margaret M. M.; Hinton, Vanessa M. M.; Dunn, Caroline; Darch, Craig B. B.";This study investigated the effects of a place value intervention with third-grade students with learning disabilities. The intervention added content to a research-based intervention using the concrete-representational-abstract (CRA) sequence. The added content reflected current mathematics standards for third grade. Students' place value understanding was measured using probes in which students had to identify the value of each digit within a three-digit number, round three-digit numbers to the nearest 10 or 100, and write three equations showing an expanded form of a three-digit number. A single-case, multiple-probe-across-students design showed a functional relation between CRA and completion of items requiring place value understanding. Students completed a generalization task by estimating the sum of a given equation.;2023;2023-02;LEARNING DISABILITIES RESEARCH & PRACTICE;38;1;15-25;;10.1111/ldrp.12299;;#40770;Milton 2023;wos_update
Video Modeling and Systematic Instructions to Teach Graphing Skills to Elementary School Students With Intellectual and Hearing Disabilities;"Nagayama, Kohei; Tsutomu, Kamiyama; Wakabayashi, Kazusa";"Systematic instruction and video modeling are evidence-based practices for teaching academic skills to students with intellectual disabilities; however, its efficacy has not been established for teaching graphing skills in a small-group setting. Three elementary school students with hearing and intellectual disabilities were taught to describe graphs and compare their differences in a math class at a special needs school using systematic instruction and video modeling. The effectiveness was evaluated using a multiple-baseline across participants' design. The results showed an increase in correct response rates after the intervention, with similar levels of correct response rates in the probe and graphing based on tables phases. A functional relation was demonstrated between systematic instruction and video modeling and graphing behaviors.";2023;2023-08-19;JOURNAL OF SPECIAL EDUCATION;;;;;10.1177/00224669231192967;;#40475;Nagayama 2023;wos_update
Effects of a physical education intervention on attention and inhibitory control in Ecuadorian children with intellectual disabilities;"Piedra, Angelica Liseth Mero; Pesthy, Orsolya; Marton, Klara";"Background: Studies on physical activity interventions indicated a facilitative effect on cognitive performance in persons with intellectual disabilities; however, research is scarce, especially in low/middle-income countries. Aim: We explored the effects of a 6-week enriched physical education program on inhibitory control and attention functions in Ecuadorian children with intellectual disabilities. Methods: Thirty children with mild intellectual disabilities (10-14 years old) were randomly assigned to an intervention or control group. Before and after the intervention, attention and inhibitory control were measured using computer-based nonverbal tasks. Results: The findings showed significantly more accurate and faster responses in the vigilance task in the intervention group than in the controls. There were no significant intervention-related changes in inhibitory control; however, there were more prominent accuracy tendencies toward improvement in the intervention group. Conclusions: Results provide evidence of the potential of physical activity programs to enhance attention in this population, which could serve as a mediator for inhibitory control.";2023;2023-07-17;JOURNAL OF IN℡LECTUAL DISABILITIES;;;;;10.1177/17446295231189018;;#40415;Piedra 2023;wos_update
Development of Picture Storytelling Books to Enhance Morality and Word Reading Ability of Special Needs Students in Thailand;"Saksiriphol, Daranee; Kunchune, Patchreewan";"This study aimed to 1) develop picture storytelling books for enhance morality and word reading ability of student with special needs. 2) examine the effectiveness of picture storytelling books. The subjects were 40 students of grade 1 to 3 who had a learning disabilities or mild intellectual disabilities. The students were selected by using purposive sampling and were studying in the second semester of the 2021 academic year at eight government schools with special education programs: 1. Rajaprajanugroh 46 School 2. Wat Samuha Pradit School 3. Watnonsaparam School 4. Anuban Saohai School 5. Wat Sathu Prachasan School 6. Anuban Saradaeng School 7. Watkhaojumpa School 8. Anuban Saraburi School. The research instruments were employed: 1) the word reading test, 2) the lesson plan for word reading, 3) the awareness of morality evaluation, 4) the students' happiness questionnaire, and 5) the teachers' satisfaction questionnaire. Descriptive statistics (i.e., percentage, dependent sample t-test) were used to analyze the data. The main findings can be summarized as follows: 1) The picture storytelling books: The content was related to eight types of morality, which included diligence, saving, honesty, being disciplined, Manners, cleanliness, harmony and kindness. The CVI scores of stories 1, 4, and 7 were 0.97-1.00 and stories 2, 3, 5, 6, and 8 were 1.00. 2) the word reading ability of the students who had learning disabilities was excellent and mild intellectual disabilities was below average; 3) the word reading ability of both groups was higher; 4) the students' awareness of morality and happiness was high; and 5) the teachers were strongly satisfied with using the picture storytelling books.";2023;2023-07;INTERNATIONAL JOURNAL OF INSTRUCTION;16;3;245-260;;10.29333/iji.2023.16314a;;#40355;Saksiriphol 2023;wos_update
App-based mathematical intervention for youth with intellectual disabilities: a randomised controlled trial;"Schoeld, Daniel; Ostergren, Rickard; Leven, Anna; Hassler-Hallstedt, Martin; Traff, Ulf";The purpose of the study was to evaluate whether students with intellectual disabilities (ID) can improve their arithmetic skills by participating in an arithmetic intervention programme, theoretically founded on explicit instruction (EI) and administered via an application developed for tablet computers. The intervention study used a randomised controlled trial design (RCT) (n = 30, aged 10-16, 13 females) and lasted for up to 12 weeks. The results show that the intervention group significantly improved in arithmetic fact fluency compared to the controls and the effects remained six months after the intervention. The effects were larger for subtraction than for addition, and this difference remained six months later. These results suggest that mathematics applications based on explicit instruction can be an effective way of teaching arithmetic facts to youth with mild ID.;2023;2023-02-08;SCANDINAVIAN JOURNAL OF EDUCATIONAL RESEARCH;;;;;10.1080/00313831.2023.2175250;;#40306;Schoeld 2023;wos_update
Teaching Students With a Mild Intellectual Disability to Respond to Strangers Using Computer-Based Video Instruction;"Simmons, Chelsey R.; Miller, Rhonda D.; Uphold, Nicole M.; Horn, Suzanne E.";Computer-based video instruction (CBVI) has been effective in teaching students with disabilities various health, community, and safety skills. Research suggests that CBVI is often used in conjunction with community-based instruction (CBI). Frequently, students with severe disabilities or students who are of high school age participate in CBI and/or CBVI and its accompanying research. This study investigated the effectiveness of CBVI to teach students with a mild ID, ages 11-13, appropriate responses to lures from strangers. A single-case, multiple probe across participants design was used to examine the impact of CBVI on one dependent variable, a correct two-step response (verbal and motor) to a lure from a stranger. The two-step response was adapted from the Akmanoglu & Tekin-Iftar (2011) study investigating responses to strangers. Data indicated that CBVI had a positive impact on all four participants. Participants also maintained the skill (up to 5 weeks) and generalized to a novel setting. Parents and teachers involved in the study also reported positive opinions regarding the aim and outcomes of the study. Implications for practice and for future research are provided.;2023;2023-03-24;JOURNAL OF SPECIAL EDUCATION TECHNOLOGY;;;;;10.1177/01626434231165969;;#40419;Simmons 2023;wos_update
Increasing Pizza Box Assembly Using Task Analysis and a Least-To-Most Prompting Hierarchy;"Stabnow, Erin F. F.; Rieger, Heather K. K.; Sweeney, William J. J.";The purpose of this study was to determine whether a least-to-most prompting hierarchy was effective in teaching students with intellectual disabilities to increase the number of task-analyzed steps independently completed related to folding a pizza box as a potential pre-vocational task. An additional and related purpose of this study was to determine whether a least-to-most prompting hierarchy was effective for improving these students' productivity while decreasing the level of least-to-most prompts required to complete task-analyzed steps of a pizza box assembly task. A multiple-baseline design across subjects was used to analyze the effectiveness of the implementation of a least-to-most prompting hierarchy. Results of this study indicated that the use of a task analysis and a least-to-most prompting hierarchy was effective in teaching individuals with intellectual disabilities pizza box assembly skills. Implications and recommendations for the use of a task analysis with least-to-most prompts for teaching complex vocational tasks to individuals with intellectual disabilities as well as possibilities for future research were also discussed.;2023;2023-07-03;CHILD & FAMILY BEHAVIOR THERAPY;45;3;169-191;;10.1080/07317107.2023.2170197;;#40520;Stabnow 2023;wos_update
The Effects of Rhythm and Dance Games on Aggression in Students with Mild Mental Disabilities;Taskin, Ali Kemal;The aim of this study is to examine the effects of rhythm and dance on the aggression levels of students with mild mental disabilities. The sample group of the study consists of 40 students with mild mental disability, 20 of whom are in the experimental group and 20 in the control group, who continue their education in schools affiliated with the Kilis Provincial Directorate of National Education. Buss-Perry's (1992) aggression scale was applied as pre-test and post-test to both groups, and rhythm and dance training was given to the experimental group for 2 hours, 2 days a week for 8 weeks. In the analysis of the data obtained, frequency and percentage analysis were performed by using the SPSS 22.0 program, and dependent and independent t-test was used in the analysis of the pre-test and post-test data. No significant results were obtained in the pre-test scores of the experimental and control groups (p > 0.05). In the evaluation made between the experimental group and the control group, a significant result was reached in the post-test scores in favor of the experimental group (p < 0.05). In conclusion, based on the data obtained, we can say that rhythm and dance games positively reduce the aggression levels of children with mild mental disabilities.;2023;;Journal of Education and Learning;12;3;101-105;"2890043056; EJ1385089";;;#43969;Taskin 2023;eric_update
Effect of Model-Based Problem Solving on Error Patterns of At-Risk Students in Solving Additive Word Problems;"Xin, Yan Ping; Kim, Soo Jung; Zhang, Jingyuan; Lei, Qingli; Yenioglu, Busra Yilmaz; Yenioglu, Samed; Ma, Xiaojun";Students with learning disabilities/difficulties in mathematics often apply ineffective procedures to solve word problems due to a lack of conceptual understanding of word problem solving, which results in poor mathematics performance and falling further behind the normal achievements of their peers. Current mathematics curriculum standards emphasize conceptual understanding in problem solving as well as higher-order thinking and reasoning, including all students. The purpose of this study was to evaluate the impact of a computer-assisted model-based problem-solving intervention program (MBPS) on elementary students' word problem-solving performance by analyzing the error patterns. Results indicate that after the MBPS intervention, participants significantly improved their problem-solving performance and made fewer errors in solving problems across a range of additive word problem situations. Specifically, the participating students made their attempt to represent the mathematical relation, decontextualized from the word problem story, in the model equation before solving the problem, rather than blindly applying an operation or relying on the “keyword” strategy as they did during the preassessment. Implications of the study are discussed in the context of the National Council of Teachers of Mathematics' calling for teaching big ideas to help students develop a deep understanding of mathematics knowledge.;2023;2023-07;EDUCATION SCIENCES;13;7;;;10.3390/educsci13070714;;#40745;Xin 2023;wos_update
Effectiveness of animation-based video modeling on daily living skills teaching to individuals with intellectual disabilities;"Yalcin, Gulistan; Kocaoz, Onur Emre; Arslantas, Tugba Kamali";The aim of the study was to investigate the effectiveness of an animation-based teaching package on the acquisition of three daily living skills based on the performance of three middle school students with mild or moderate intellectual disability. An animation-based teaching package was designed to include explicit instructional procedures and was developed and tested by the researchers within the scope of the study in order to meet the specific needs of the target group. A multiple probe across behaviors design was applied for this single-subject research in order to investigate the effect of an animation-based daily life skills teaching package on the learning of culinary skills by three middle school students with ID. The culinary skills were sandwich preparation, brewing tea, and pouring tea. The participants in the study showed overall improvement in their task performance following the intervention. The results revealed animation-based video modeling to be an effective method in improving the acquisition of daily living skills. Animation-based teaching may be used as a means to teach effective daily living skills to students with ID.;2023;2023-05-09;EDUCATION AND INFORMATION TECHNOLOGIES;;;;;10.1007/s10639-023-11863-w;;#40370;Yalcin 2023;wos_update
The Effectiveness of Concrete-Pictorial-Abstract Learning Strategy in Teaching Mixtures of Science Subjects to Students with Intellectual Skills Disabilities;"Yildirim, Hasan Hüseyin; Karabulut, Havva Aysun";"The aim of this research is to examine the effectiveness of the concrete-pictorial-abstract learning strategy presented with the direct teaching method in teaching the subject of mixtures, which is one of the science subjects, to students with intellectual skills disabilities. The study used multiple-probe model with a probe phase, one of the single-subject research models. While the dependent variable of the research was the level of showing the mixtures of the students participating in the study; the independent variable is the concrete-pictorial-abstract learning strategy presented with the direct teaching method. The research was conducted with two girls and one boy living in Bolu, diagnosed with intellectual disability, and attending primary school. The data collected in the study were analyzed through visual analysis. As a result of the research, it has been observed that the concrete-pictorial-abstract learning strategy is effective in teaching the subject of mixtures to students with intellectual skills disabilities, that the permanence of this subject learned by the students can be maintained one and three weeks after the end of the education, and that all students can generalize this learning to different environments and tools.";2023;;Elementary School Forum (Mimbar Sekolah Dasar);10;1;240-252;"2890045931; EJ1398748";;;#43961;Yildirim 2023;eric_update
